ID,Name,BP,N,m_edges,n1,n2,n3,n4,DRSO,mDRSO,SO,SDD,M1,M2,Randic,ABC,GA,R_equal,R_2,R_3,R_4,R_3_2,R_4_3,m12,m13,m14,m22,m23,m24,m33,m34,m44,WL_hash,sig_DRSO,sig_SDD,sig_SO
81,"2,2-dimethyloctane",428.15,10,9,4,5,0,1,21.803374531521094,4.547109058753689,30.39122930833712,25.75,40.0,38.0,4.560660171779821,6.840716898472603,8.285618083164126,4,2,0,3,0,0,1,0,3,4,0,1,0,0,0,6076866f380600cb50622411705f34b1,"(4, 2, 0, 3, 0, 0)",103/4,"(0, 8, 3, 0, 0, 3)"
82,"2,3-dimethyloctane",437.46,10,9,4,4,2,0,18.41526850073798,4.916589808572646,28.056374294826778,22.666666666666668,38.0,38.0,4.680739212552622,6.6516903153825835,8.52068115004865,4,1,3,0,1,0,1,3,0,3,1,0,1,0,0,0e841be5a48e5603f503b4fad4852d7d,"(4, 1, 3, 0, 1, 0)",68/3,"(0, 9, 1, 3, 1, 0)"
83,"2,4-dimethyloctane",426.15,10,9,4,4,2,0,18.86979397659049,4.720791644359894,28.196409033889278,23.0,38.0,37.0,4.663902460147014,6.692130429902464,8.480272944275193,2,1,3,0,3,0,1,3,0,2,3,0,0,0,0,292cbf5ec0c15325438ba2c55d85f23e,"(2, 1, 3, 0, 3, 0)",23/1,"(0, 4, 1, 3, 3, 0)"
84,"2,5-dimethyloctane",429.95,10,9,4,4,2,0,18.86979397659049,4.720791644359894,28.196409033889275,23.0,38.0,37.0,4.663902460147014,6.692130429902464,8.480272944275193,2,1,3,0,3,0,1,3,0,2,3,0,0,0,0,0ac2d06e2fcbe3464aa1c7690a5ffb4c,"(2, 1, 3, 0, 3, 0)",23/1,"(0, 4, 1, 3, 3, 0)"
85,"2,6-dimethyloctane",431.69,10,9,4,4,2,0,18.86979397659049,4.7207916443598945,28.19640903388927,23.0,38.0,37.0,4.663902460147014,6.692130429902464,8.480272944275193,2,1,3,0,3,0,1,3,0,2,3,0,0,0,0,94eefb36a5608180dfda2e0a7b319d16,"(2, 1, 3, 0, 3, 0)",23/1,"(0, 4, 1, 3, 3, 0)"
86,"2,7-dimethyloctane",433.02,10,9,4,4,2,0,19.59944013856788,4.664914054618144,28.345494565840063,23.666666666666664,38.0,36.0,4.62589765768623,6.801520229643643,8.423693409364297,3,0,4,0,2,0,0,4,0,3,2,0,0,0,0,b63573aec9430ce1204ecada35ef2426,"(3, 0, 4, 0, 2, 0)",71/3,"(0, 6, 0, 4, 2, 0)"
87,"3,3-dimethyloctane",434.35,10,9,4,5,0,1,20.504461709295306,4.5606316330917505,30.147900490472637,24.5,40.0,40.0,4.621320343559642,6.681798275874711,8.371236166328254,3,4,0,2,0,0,2,0,2,3,0,2,0,0,0,9a7c631084637467afc6dea2698a7996,"(3, 4, 0, 2, 0, 0)",49/2,"(0, 6, 6, 0, 0, 2)"
88,"3,4-dimethyloctane",439.15,10,9,4,4,2,0,17.68562233876059,4.9724673983143965,27.907288762875986,22.0,38.0,39.0,4.718744015013407,6.542300515641405,8.577260684959546,3,2,2,0,2,0,2,2,0,2,2,0,1,0,0,8885d59bea48232e10b0351bffa86dff,"(3, 2, 2, 0, 2, 0)",22/1,"(0, 7, 2, 2, 2, 0)"
89,"3,5-dimethyloctane",433.15,10,9,4,4,2,0,18.140147814613105,4.776669234101644,28.047323501938486,22.333333333333332,38.0,38.0,4.701907262607799,6.582740630161286,8.536852479186088,1,2,2,0,4,0,2,2,0,1,4,0,0,0,0,6450fe4a4ef3a22ad656d20b8c023486,"(1, 2, 2, 0, 4, 0)",67/3,"(0, 2, 2, 2, 4, 0)"
90,"3,6-dimethyloctane",433.15,10,9,4,4,2,0,18.140147814613105,4.776669234101645,28.047323501938482,22.333333333333332,38.0,38.0,4.701907262607799,6.582740630161286,8.536852479186088,1,2,2,0,4,0,2,2,0,1,4,0,0,0,0,7e2a4f7a2fa3096d4952235ab67514bb,"(1, 2, 2, 0, 4, 0)",67/3,"(0, 2, 2, 2, 4, 0)"
91,"4,4-dimethyloctane",430.65,10,9,4,5,0,1,20.504461709295306,4.5606316330917505,30.147900490472633,24.5,40.0,40.0,4.621320343559642,6.681798275874711,8.371236166328254,3,4,0,2,0,0,2,0,2,3,0,2,0,0,0,dd6e68f7052c43778a08ce0fa9b912ee,"(3, 4, 0, 2, 0, 0)",49/2,"(0, 6, 6, 0, 0, 2)"
92,"4,5-dimethyloctane",435.25,10,9,4,4,2,0,17.68562233876059,4.9724673983143965,27.90728876287598,22.0,38.0,39.0,4.718744015013407,6.542300515641405,8.577260684959546,3,2,2,0,2,0,2,2,0,2,2,0,1,0,0,2fce64d526e450f8e616a701a6589c6d,"(3, 2, 2, 0, 2, 0)",22/1,"(0, 7, 2, 2, 2, 0)"
93,3-ethyloctane,439.15,10,9,3,6,1,0,15.351728026443832,5.404157191018155,26.01013913312991,20.0,36.0,36.0,4.846065214951231,6.363961030678929,8.767814816086004,3,3,0,0,3,0,3,0,0,3,3,0,0,0,0,ef452e331d9059e37de0f3c0c6885f54,"(3, 3, 0, 0, 3, 0)",20/1,"(0, 6, 3, 0, 3, 0)"
94,4-ethyloctane,436.79,10,9,3,6,1,0,15.351728026443832,5.404157191018155,26.01013913312991,20.0,36.0,36.0,4.846065214951231,6.363961030678929,8.767814816086004,3,3,0,0,3,0,3,0,0,3,3,0,0,0,0,291e4ee4220b5ab181db48e747b74f18,"(3, 3, 0, 0, 3, 0)",20/1,"(0, 6, 3, 0, 3, 0)"
95,"2,2,3-trimethylheptane",431.15,10,9,5,3,1,1,23.103129252868378,4.24200817645605,32.03006803947753,26.833333333333332,42.0,43.0,4.4813804754348485,6.888497141395136,8.178373661090559,2,1,1,3,1,1,1,1,3,2,1,0,0,1,0,f2bcecc193043e07c68e938830d3fd22,"(2, 1, 1, 3, 1, 1)",161/6,"(5, 4, 1, 1, 1, 3)"
96,"2,2,4-trimethylheptane",420.85,10,9,5,3,1,1,23.86214815771298,3.9754986915789283,32.279328145194896,27.416666666666668,42.0,41.0,4.454507021897173,6.950106698213781,8.111235281175107,1,2,1,3,2,0,1,1,3,1,2,1,0,0,0,e1df46e9e2ca144893496e840a900d97,"(1, 2, 1, 3, 2, 0)",329/12,"(0, 2, 3, 1, 2, 3)"
97,"2,2,5-trimethylheptane",421.15,10,9,5,3,1,1,23.862148157712983,3.9754986915789274,32.279328145194896,27.416666666666668,42.0,41.0,4.454507021897173,6.950106698213781,8.111235281175107,1,2,1,3,2,0,1,1,3,1,2,1,0,0,0,d1f8bb9306a966c38d0b1196d4864151,"(1, 2, 1, 3, 2, 0)",329/12,"(0, 2, 3, 1, 2, 3)"
98,"2,2,6-trimethylheptane",421.35,10,9,5,3,1,1,24.59179431969037,3.919621101837178,32.42841367714569,28.083333333333332,42.0,40.0,4.4165022194363885,7.059496497954959,8.054655746264212,2,1,2,3,1,0,0,2,3,2,1,1,0,0,0,5c7bfbdfd307bc1ac7e48a655b207ca0,"(2, 1, 2, 3, 1, 0)",337/12,"(0, 4, 2, 2, 1, 3)"
99,"2,3,3-trimethylheptane",433.25,10,9,5,3,1,1,22.53386259261998,4.199653161052362,31.935824753563836,26.25,42.0,44.0,4.504035844753886,6.838968318538424,8.20741220934379,2,2,2,2,0,1,1,2,2,2,0,1,0,1,0,82e033828b3d9c3db34b1f2d6cf74588,"(2, 2, 2, 2, 0, 1)",105/4,"(5, 4, 3, 2, 0, 2)"
100,"2,3,4-trimethylheptane",436.15,10,9,5,2,3,0,20.019516651077357,4.540777605610638,29.804438392622053,24.0,40.0,42.0,4.59142281507558,6.720640000603881,8.386706553833088,3,1,4,0,1,0,1,4,0,1,1,0,2,0,0,6950a5677ebe252cb0044f6407578086,"(3, 1, 4, 0, 1, 0)",24/1,"(0, 8, 1, 4, 1, 0)"
101,"2,3,5-trimethylheptane",430.15,10,9,5,2,3,0,20.474042126929866,4.344979441397886,29.944473131684557,24.333333333333336,40.0,41.0,4.574586062669973,6.761080115123762,8.34629834805963,1,1,4,0,3,0,1,4,0,0,3,0,1,0,0,3b0e50607a6132ef90211419c33572c6,"(1, 1, 4, 0, 3, 0)",73/3,"(0, 3, 1, 4, 3, 0)"
102,"2,3,6-trimethylheptane",428.85,10,9,5,2,3,0,21.20368828890725,4.2891018516561354,30.09355866363535,25.0,40.0,40.0,4.536581260209188,6.87046991486494,8.289718813148735,2,0,5,0,2,0,0,5,0,1,2,0,1,0,0,1f5ce417ae9904337462d788fbe22ca7,"(2, 0, 5, 0, 2, 0)",25/1,"(0, 5, 0, 5, 2, 0)"
103,"2,4,4-trimethylheptane",426.15,10,9,5,3,1,1,23.292881497464585,3.9331436761752396,32.18508485928121,26.833333333333336,42.0,42.0,4.4771623912162095,6.900577875357067,8.140273829428338,1,3,2,2,1,0,1,2,2,1,1,2,0,0,0,96a38b75b453076515f732e2575eb209,"(1, 3, 2, 2, 1, 0)",161/6,"(0, 2, 5, 2, 1, 2)"
104,"2,4,5-trimethylheptane",430.15,10,9,5,2,3,0,20.474042126929866,4.344979441397886,29.944473131684557,24.333333333333332,40.0,41.0,4.574586062669973,6.761080115123762,8.34629834805963,1,1,4,0,3,0,1,4,0,0,3,0,1,0,0,be5f5802631b3c292bf4a96ee1bf2174,"(1, 1, 4, 0, 3, 0)",73/3,"(0, 3, 1, 4, 3, 0)"
105,"2,4,6-trimethylheptane",417.95,10,9,5,2,3,0,21.658213764759765,4.093303687443384,30.23359340269785,25.333333333333332,40.0,39.0,4.519744507803582,6.910910029384821,8.249310607375277,0,0,5,0,4,0,0,5,0,0,4,0,0,0,0,633c51709d22d03084c292f3c9a1f1e9,"(0, 0, 5, 0, 4, 0)",76/3,"(0, 0, 0, 5, 4, 0)"
106,"2,5,5-trimethylheptane",425.95,10,9,5,3,1,1,23.29288149746458,3.9331436761752405,32.185084859281204,26.833333333333336,42.0,42.0,4.4771623912162095,6.900577875357067,8.140273829428338,1,3,2,2,1,0,1,2,2,1,1,2,0,0,0,9e6cb6b9993673cd7bbdc48855983107,"(1, 3, 2, 2, 1, 0)",161/6,"(0, 2, 5, 2, 1, 2)"
107,"3,3,4-trimethylheptane",437.15,10,9,5,3,1,1,21.804216430642594,4.2555307507941125,31.78673922161304,25.583333333333332,42.0,45.0,4.54204064721467,6.729578518797245,8.263991744254687,1,3,1,2,1,1,2,1,2,1,1,1,0,1,0,f5ce2582c54120ec0ed65ddbc488d5d0,"(1, 3, 1, 2, 1, 1)",307/12,"(5, 2, 4, 1, 1, 2)"
108,"3,3,5-trimethylheptane",428.83,10,9,5,3,1,1,22.563235335487196,3.98902126591699,32.035999327330416,26.166666666666668,42.0,43.0,4.515167193676994,6.7911880756158896,8.196853364339233,0,4,1,2,2,0,2,1,2,0,2,2,0,0,0,dc35e25c82e45fa75c7532e025631ff0,"(0, 4, 1, 2, 2, 0)",157/6,"(0, 0, 6, 1, 2, 2)"
109,"3,4,4-trimethylheptane",437.15,10,9,5,3,1,1,21.804216430642597,4.255530750794112,31.786739221613043,25.583333333333332,42.0,45.0,4.542040647214671,6.729578518797244,8.263991744254687,1,3,1,2,1,1,2,1,2,1,1,1,0,1,0,d641edb1c8ae98786b85d6105b73322a,"(1, 3, 1, 2, 1, 1)",307/12,"(5, 2, 4, 1, 1, 2)"
110,"3,4,5-trimethylheptane",437.15,10,9,5,2,3,0,19.289870489099968,4.596655195352389,29.655352860671265,23.333333333333332,40.0,43.0,4.629427617536365,6.6112502008627025,8.443286088743983,2,2,3,0,2,0,2,3,0,0,2,0,2,0,0,7f972e510785610fc2aca3ce9fed0ade,"(2, 2, 3, 0, 2, 0)",70/3,"(0, 6, 2, 3, 2, 0)"
111,2-methyl-3-ethylheptane,439.15,10,9,4,4,2,0,17.68562233876059,4.9724673983143965,27.907288762875986,22.0,38.0,39.0,4.718744015013407,6.542300515641405,8.577260684959546,3,2,2,0,2,0,2,2,0,2,2,0,1,0,0,255b1d6dfbf47f7a3180a40a4437e692,"(3, 2, 2, 0, 2, 0)",22/1,"(0, 7, 2, 2, 2, 0)"
112,2-methyl-4-ethylheptane,433.15,10,9,4,4,2,0,18.140147814613105,4.776669234101644,28.047323501938486,22.333333333333332,38.0,38.0,4.701907262607799,6.582740630161286,8.536852479186088,1,2,2,0,4,0,2,2,0,1,4,0,0,0,0,5181edf93877ff0b5f190683e6d7c649,"(1, 2, 2, 0, 4, 0)",67/3,"(0, 2, 2, 2, 4, 0)"
113,2-methyl-5-ethylheptane,432.85,10,9,4,4,2,0,18.140147814613105,4.776669234101644,28.047323501938482,22.333333333333332,38.0,38.0,4.701907262607799,6.582740630161286,8.536852479186088,1,2,2,0,4,0,2,2,0,1,4,0,0,0,0,5868f6973dee30de741a6e87a7810170,"(1, 2, 2, 0, 4, 0)",67/3,"(0, 2, 2, 2, 4, 0)"
114,3-methyl-3-ethylheptane,436.95,10,9,4,5,0,1,19.205548887069522,4.574154207429813,29.904571672608153,23.25,40.0,42.0,4.681980515339464,6.52287965327682,8.45685424949238,2,6,0,1,0,0,3,0,1,2,0,3,0,0,0,e502bcf1f2b341aa33447fc62bf69c57,"(2, 6, 0, 1, 0, 0)",93/4,"(0, 4, 9, 0, 0, 1)"
115,3-methyl-4-ethylheptane,440.15,10,9,4,4,2,0,16.955976176783206,5.028344988056146,27.758203230925194,21.333333333333332,38.0,40.0,4.756748817474191,6.432910715900227,8.633840219870441,2,3,1,0,3,0,3,1,0,1,3,0,1,0,0,dba7806008a81162d0decca5fa8aabb2,"(2, 3, 1, 0, 3, 0)",64/3,"(0, 5, 3, 1, 3, 0)"
116,3-methyl-5-ethylheptane,431.45,10,9,4,4,2,0,17.410501652635716,4.832546823843394,27.898237969987694,21.666666666666664,38.0,39.0,4.739912065068584,6.473350830420108,8.593432014096983,0,3,1,0,5,0,3,1,0,0,5,0,0,0,0,6d54e0564b69a0d992e19a5d86d63a8f,"(0, 3, 1, 0, 5, 0)",65/3,"(0, 0, 3, 1, 5, 0)"
117,4-methyl-3-ethylheptane,440.15,10,9,4,4,2,0,16.955976176783206,5.028344988056147,27.758203230925194,21.333333333333332,38.0,40.0,4.756748817474191,6.432910715900227,8.633840219870441,2,3,1,0,3,0,3,1,0,1,3,0,1,0,0,48057873d587e8f233cde5d7304781f5,"(2, 3, 1, 0, 3, 0)",64/3,"(0, 5, 3, 1, 3, 0)"
118,4-methyl-4-ethylheptane,440.15,10,9,4,5,0,1,19.205548887069522,4.574154207429813,29.90457167260815,23.25,40.0,42.0,4.681980515339464,6.522879653276821,8.45685424949238,2,6,0,1,0,0,3,0,1,2,0,3,0,0,0,1c372874878b46398737fa79e43b4588,"(2, 6, 0, 1, 0, 0)",93/4,"(0, 4, 9, 0, 0, 1)"
119,4-propylheptane,433.15,10,9,3,6,1,0,15.351728026443832,5.404157191018154,26.01013913312991,20.0,36.0,36.0,4.846065214951231,6.363961030678929,8.767814816086004,3,3,0,0,3,0,3,0,0,3,3,0,0,0,0,29fa052c166ba8133ac3867cb3d028de,"(3, 3, 0, 0, 3, 0)",20/1,"(0, 6, 3, 0, 3, 0)"
120,4-isopropylheptane,433.15,10,9,4,4,2,0,17.68562233876059,4.972467398314397,27.907288762875982,21.999999999999996,38.0,39.0,4.718744015013407,6.542300515641405,8.577260684959546,3,2,2,0,2,0,2,2,0,2,2,0,1,0,0,469ca8f942e06507d80e0fae78facb15,"(3, 2, 2, 0, 2, 0)",22/1,"(0, 7, 2, 2, 2, 0)"
121,"2,2,3,3-tetramethylhexane",431.15,10,9,6,2,0,2,26.9905571777156,3.631921785622037,35.80901343482624,30.25,46.0,50.0,4.310660171779821,7.06381979817763,7.885618083164127,2,2,0,5,0,0,1,0,5,1,0,1,0,0,1,46b5fb7f279a63009bab41873ab18859,"(2, 2, 0, 5, 0, 0)",121/4,"(0, 6, 3, 0, 0, 5)"
122,"2,2,3,4-tetramethylhexane",428.05,10,9,6,1,2,1,24.707377403207758,3.866195973494042,33.778132137272806,28.166666666666664,44.0,47.0,4.392064077957809,6.957446826616433,8.044399064874998,1,1,2,3,1,1,1,2,3,0,1,0,1,1,0,db14e60de7f15de9553ccd1f9829d458,"(1, 1, 2, 3, 1, 1)",169/6,"(5, 3, 1, 2, 1, 3)"
123,"2,2,3,5-tetramethylhexane",421.55,10,9,6,1,2,1,25.891549041037653,3.61452021953954,34.067252408286095,29.166666666666664,44.0,45.0,4.337222523091416,7.107276740877492,7.947411324190644,0,0,3,3,2,1,0,3,3,0,2,0,0,1,0,dc5a2f0a6bb04047029e6d0bcf9c3c28,"(0, 0, 3, 3, 2, 1)",175/6,"(5, 0, 0, 3, 2, 3)"
124,"2,2,4,4-tetramethylhexane",426.45,10,9,6,2,0,2,28.28523567858707,3.1878507233942743,36.26800397058683,31.25,46.0,46.0,4.267766952966369,7.1585541436683835,7.771236166328253,0,4,0,5,0,0,1,0,5,0,0,3,0,0,0,e29c57131e7bc45ec5f1c3ad8559147d,"(0, 4, 0, 5, 0, 0)",125/4,"(0, 0, 7, 0, 0, 5)"
125,"2,2,4,5-tetramethylhexane",421.35,10,9,6,1,2,1,26.19604247002974,3.5438088988751697,34.17647777494097,29.416666666666664,44.0,44.0,4.327185821959348,7.128446183176257,7.920681150048649,1,1,3,3,1,0,0,3,3,0,1,1,1,0,0,1871a5c965e718e0274b1ea5c9e6cc9c,"(1, 1, 3, 3, 1, 0)",353/12,"(0, 3, 2, 3, 1, 3)"
126,"2,2,5,5-tetramethylhexane",410.61,10,9,6,2,0,2,29.584148500812855,3.174328149056212,36.51133278845132,32.5,46.0,44.0,4.207106781186548,7.317472766266274,7.685618083164126,1,2,0,6,0,0,0,0,6,1,0,2,0,0,0,691ab7f3ac0a6d1de1b3b529a5bba96d,"(1, 2, 0, 6, 0, 0)",65/2,"(0, 2, 4, 0, 0, 6)"
127,"2,3,3,4-tetramethylhexane",437.74,10,9,6,1,2,1,23.83361731396727,3.894552278754724,33.57466348470424,27.333333333333332,44.0,49.0,4.424756148408914,6.886748561460957,8.100167787270223,0,1,3,2,1,2,1,3,2,0,1,0,0,2,0,e120b988d3bc34c35a3060d1d586765d,"(0, 1, 3, 2, 1, 2)",82/3,"(10, 0, 1, 3, 1, 2)"
128,"2,3,3,5-tetramethylhexane",426.15,10,9,6,1,2,1,25.322282380789254,3.5721652041358523,33.97300912237241,28.583333333333332,44.0,46.0,4.359877892410453,7.05774791802078,7.976449872443875,0,1,4,2,1,1,0,4,2,0,1,1,0,1,0,eaca17a6c1b420b133dfaacde555c2bf,"(0, 1, 4, 2, 1, 1)",343/12,"(5, 0, 2, 4, 1, 2)"
129,"2,3,4,4-tetramethylhexane",435.35,10,9,6,1,2,1,24.13811074295936,3.8238409580903543,33.683888851359114,27.583333333333336,44.0,48.0,4.414719447276845,6.90791800375972,8.07343761312823,1,2,3,2,0,1,1,3,2,0,0,1,1,1,0,32d359354735c40c57c4d7d76ef61a71,"(1, 2, 3, 2, 0, 1)",331/12,"(5, 3, 3, 3, 0, 2)"
130,"2,3,4,5-tetramethylhexane",434.15,10,9,6,0,4,0,22.35341096339412,4.10908781290688,31.701588022368124,25.999999999999996,42.0,45.0,4.464101615137755,6.898979485566357,8.196152422706632,3,0,6,0,0,0,0,6,0,0,0,0,3,0,0,6662a99862fecf0b94bb31f6b528a6e0,"(3, 0, 6, 0, 0, 0)",26/1,"(0, 9, 0, 6, 0, 0)"
131,"3,3,4,4-tetramethylhexane",443.65,10,9,6,2,0,2,25.691644355489817,3.6454443599600994,35.56568461696176,29.0,46.0,52.0,4.371320343559642,6.904901175579739,7.971236166328254,1,4,0,4,0,0,2,0,4,0,0,2,0,0,1,4b2af8ddcb0485b44e490a5f55bd29f7,"(1, 4, 0, 4, 0, 0)",29/1,"(0, 4, 6, 0, 0, 4)"
132,"2,2-dimethyl-3-ethylhexane",432.15,10,9,5,3,1,1,22.373483090890993,4.2978857661978,31.88098250752673,26.166666666666668,42.0,44.0,4.519385277895633,6.779107341653957,8.234953196001456,1,2,0,3,2,1,2,0,3,1,2,0,0,1,0,f815bc93688b5d408d354eb220a90c0b,"(1, 2, 0, 3, 2, 1)",157/6,"(5, 2, 2, 0, 2, 3)"
133,"2,2-dimethyl-4-ethylhexane",420.15,10,9,5,3,1,1,23.132501995735595,4.031376281320679,32.13024261324411,26.750000000000004,42.0,42.0,4.492511824357958,6.840716898472603,8.167814816086002,0,3,0,3,3,0,2,0,3,0,3,1,0,0,0,3b80085a1233d516d7baa344384c688e,"(0, 3, 0, 3, 3, 0)",107/4,"(0, 0, 4, 0, 3, 3)"
134,"2,3-dimethyl-3-ethylhexane",442.15,10,9,5,3,1,1,21.234949770394195,4.213175735390425,31.692495935699352,25.0,42.0,46.0,4.564696016533707,6.680049695940533,8.293030292507918,1,4,2,1,0,1,2,2,1,1,0,2,0,1,0,a95f6b43fb6d01c974dd59d90897cc66,"(1, 4, 2, 1, 0, 1)",25/1,"(5, 2, 6, 2, 0, 1)"
135,"2,3-dimethyl-4-ethylhexane",437.15,10,9,5,2,3,0,19.289870489099968,4.596655195352389,29.65535286067126,23.333333333333336,40.0,43.0,4.629427617536365,6.6112502008627025,8.443286088743985,2,2,3,0,2,0,2,3,0,0,2,0,2,0,0,f4185ccf9451bcf327958616cf3ff601,"(2, 2, 3, 0, 2, 0)",70/3,"(0, 6, 2, 3, 2, 0)"
136,"2,4-dimethyl-3-ethylhexane",437.15,10,9,5,2,3,0,19.289870489099968,4.596655195352388,29.65535286067126,23.333333333333332,40.0,43.0,4.629427617536365,6.6112502008627025,8.443286088743985,2,2,3,0,2,0,2,3,0,0,2,0,2,0,0,4f3a9b560951f7625cc4dd8a9a5a42ff,"(2, 2, 3, 0, 2, 0)",70/3,"(0, 6, 2, 3, 2, 0)"
137,"2,4-dimethyl-4-ethylhexane",431.15,10,9,5,3,1,1,21.993968675238797,3.946666250513303,31.941756041416728,25.583333333333336,42.0,44.0,4.5378225629960305,6.7416592527591765,8.225891912592466,0,5,2,1,1,0,2,2,1,0,1,3,0,0,0,3e782792bb9b3c42d3d4c8a5c4317b04,"(0, 5, 2, 1, 1, 0)",307/12,"(0, 0, 8, 2, 1, 1)"
138,"2,5-dimethyl-3-ethylhexane",430.15,10,9,5,2,3,0,20.474042126929866,4.344979441397886,29.944473131684557,24.333333333333332,40.0,41.0,4.574586062669973,6.761080115123762,8.34629834805963,1,1,4,0,3,0,1,4,0,0,3,0,1,0,0,b2b336e58690a86eabf9bc717ab180ef,"(1, 1, 4, 0, 3, 0)",73/3,"(0, 3, 1, 4, 3, 0)"
139,"3,3-dimethyl-4-ethylhexane",438.15,10,9,5,3,1,1,21.07457026866521,4.311408340535863,31.637653689662248,24.916666666666668,42.0,46.0,4.580045449675455,6.620188719056067,8.320571279165582,0,4,0,2,2,1,3,0,2,0,2,1,0,1,0,56c38eff42a54e31ecd08419f8f3b659,"(0, 4, 0, 2, 2, 1)",299/12,"(5, 0, 5, 0, 2, 2)"
140,"3,4-dimethyl-3-ethylhexane",443.15,10,9,5,3,1,1,20.50530360841681,4.269053325132175,31.543410403748556,24.333333333333332,42.0,47.0,4.602700818994492,6.570659896199354,8.349609827418814,0,5,1,1,1,1,3,1,1,0,1,2,0,1,0,044b278b7c74ea6c91ea8bda99bf00b5,"(0, 5, 1, 1, 1, 1)",73/3,"(5, 0, 7, 1, 1, 1)"
141,"3,3-diethylhexane",439.45,10,9,4,5,0,1,17.906636064843738,4.587676781767875,29.66124285474367,22.0,40.0,44.0,4.742640687119286,6.363961030678929,8.542472332656507,1,8,0,0,0,0,4,0,0,1,0,4,0,0,0,eb0885434c7411a34993a35f166da09b,"(1, 8, 0, 0, 0, 0)",22/1,"(0, 2, 12, 0, 0, 0)"
142,"3,4-diethylhexane",435.15,10,9,4,4,2,0,16.22633001480582,5.084222577797897,27.6091176989744,20.666666666666664,38.0,41.0,4.794753619934976,6.323520916159048,8.690419754781338,1,4,0,0,4,0,4,0,0,0,4,0,1,0,0,42650108b7c7ca19731e0ab3a121af9b,"(1, 4, 0, 0, 4, 0)",62/3,"(0, 3, 4, 0, 4, 0)"
143,2-methyl-3-isopropylhexane,436.15,10,9,5,2,3,0,20.019516651077357,4.540777605610638,29.804438392622057,24.0,40.0,42.0,4.591422815075581,6.720640000603881,8.38670655383309,3,1,4,0,1,0,1,4,0,1,1,0,2,0,0,f48e6798209fa8db34e04fe4dbdbb697,"(3, 1, 4, 0, 1, 0)",24/1,"(0, 8, 1, 4, 1, 0)"
144,"2,2,3,3,4-pentamethylpentane",439.2,10,9,7,0,1,2,29.019958061040274,3.270943313582649,37.59693769791745,31.999999999999996,48.0,54.0,4.1933756729740645,7.220989840841342,7.721794126179664,1,0,2,5,0,1,0,2,5,0,0,0,0,1,1,b46744edd0189850f681107c4454d87f,"(1, 0, 2, 5, 0, 1)",32/1,"(5, 4, 0, 2, 0, 5)"
145,"2,2,3,4,4-pentamethylpentane",432.44,10,9,7,0,1,2,30.12488431731554,3.135736751635696,37.90091141387435,33.0,48.0,51.0,4.1547005383792515,7.303643452370163,7.645512041006012,0,0,1,6,0,2,0,1,6,0,0,0,0,2,0,eed098b43e7e224dc011b0948830deff,"(0, 0, 1, 6, 0, 2)",33/1,"(10, 0, 0, 1, 0, 6)"
146,"2,2,3-trimethyl-3-ethylpentane",441.15,10,9,6,2,0,2,25.691644355489817,3.6454443599601003,35.56568461696176,29.0,46.0,52.0,4.371320343559643,6.90490117557974,7.9712361663282545,1,4,0,4,0,0,2,0,4,0,0,2,0,0,1,cb6557f63eba2df4d7bd183f30ddea4a,"(1, 4, 0, 4, 0, 0)",29/1,"(0, 4, 6, 0, 0, 4)"
147,"2,2,4-trimethyl-3-ethylpentane",428.45,10,9,6,1,2,1,24.707377403207758,3.866195973494042,33.778132137272806,28.166666666666664,44.0,47.0,4.392064077957809,6.957446826616433,8.044399064874998,1,1,2,3,1,1,1,2,3,0,1,0,1,1,0,184f3fbea6159a2e8e9e1f2a9202536b,"(1, 1, 2, 3, 1, 1)",169/6,"(5, 3, 1, 2, 1, 3)"
148,"2,3,4-trimethyl-3-ethylpentane",442.59,10,9,6,1,2,1,23.264350653718868,3.8521972633510364,33.48042019879055,26.749999999999996,44.0,50.0,4.44741151772795,6.837219738604245,8.129206335523454,0,2,4,1,0,2,1,4,1,0,0,1,0,2,0,8961872a7d4d4b34f7ddeda6bc5c4997,"(0, 2, 4, 1, 0, 2)",107/4,"(10, 0, 3, 4, 0, 1)"
149,"2-methyl-3,3-diethylpentane",447.15,10,9,5,3,1,1,19.93603694816841,4.226698309728488,31.449167117834868,23.75,42.0,48.0,4.625356188313528,6.521131073342642,8.378648375672045,0,6,2,0,0,1,3,2,0,0,0,3,0,1,0,cb22fc3952b725311aec8a3f25a853b2,"(0, 6, 2, 0, 0, 1)",95/4,"(5, 0, 9, 2, 0, 0)"
150,"2,4-dimethyl-3-isopropylpentane",430.19,10,9,6,0,4,0,22.35341096339412,4.10908781290688,31.701588022368124,25.999999999999996,42.0,45.0,4.464101615137754,6.898979485566357,8.19615242270663,3,0,6,0,0,0,0,6,0,0,0,0,3,0,0,f9485e4e174ef815e493fdfe70774e89,"(3, 0, 6, 0, 0, 0)",26/1,"(0, 9, 0, 6, 0, 0)"
